IYEAR,OPERATOR_ID,NAME,LOCAL_DATETIME,LOCATION_LATITUDE,LOCATION_LONGITUDE,COMMODITY_RELEASED_TYPE,COMMODITY_SUBTYPE,COMMODITY_DETAILS,UNINTENTIONAL_RELEASE_BBLS,INTENTIONAL_RELEASE_BBLS,RECOVERED_BBLS,FATAL,INJURE,SHUTDOWN_DUE_ACCIDENT_IND,SHUTDOWN_EXPLAIN,SHUTDOWN_DATETIME,RESTART_DATETIME,NUM_PUB_EVACUATED,INCIDENT_IDENTIFIED_DATETIME,LOCATION_TYPE,INCIDENT_AREA_TYPE,INSTALLATION_YEAR,MATERIAL_INVOLVED,RELEASE_TYPE,PUNCTURE_AXIAL,PUNCTURE_CIRCUM,LEAK_TYPE,LEAK_TYPE_OTHER,WILDLIFE_IMPACT_IND,SOIL_CONTAMINATION,LONG_TERM_ASSESSMENT,REMEDIATION_IND,SOIL_REMED_IND,WATER_CONTAM_IND,OTHER_POP_IND,OTHER_POP_YES_NO,USA_DRINKING_IND,USA_DRINKING_YES_NO,EST_COST_GAS_RELEASED,EST_COST_PROP_DAMAGE,EST_COST_EMERGENCY,EST_COST_ENVIRONMENTAL,EST_COST_OTHER,PART_C_QUESTION_2_IND,CAUSE,CAUSE_DETAILS
2013,4906,EXXONMOBIL PIPELINE CO,2/4/13 14:30,29.708617,-95.1625,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,0.74,,0.74,,,NO,THE FILL LINE TO TANK 2183 WAS DOWN AT THE TIME THE RELEASE WAS DISCOVERED,,,0,2/4/13 14:30,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,"TANK, INCLUDING ATTACHED APPURTENANCES",,,LEAK,,,CONNECTION FAILURE,,,,,,,NO,,,YES,YES,100,100,0,15000,0,NO,CORROSION FAILURE,EXTERNAL CORROSION
2013,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",2/4/13 4:50,40.52243,-74.25384,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,1100,,1100,,,YES,,2/4/13 4:55,3/9/13 15:00,0,,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,,CARBON STEEL,RUPTURE,,,,,NO,YES,YES,YES,YES,NO,YES,YES,,,185000,450000,0,150000,0,NO,INCORRECT OPERATION,PIPELINE OR EQUIPMENT OVERPRESSURED
2013,18718,SUNOCO PIPELINE L.P.,2/3/13 17:15,32.70141,-98.84219,CRUDE OIL,,,25,,0,,,NO,LINE SEGMENT DOWN AT THE TIME.,,,0,2/3/13 17:15,PIPELINE RIGHT-OF-WAY,UNDERGROUND,1986,CARBON STEEL,LEAK,,,PINHOLE,,NO,YES,NO,YES,YES,NO,,,,,2356,20000,5400,75206,0,YES,CORROSION FAILURE,INTERNAL CORROSION
2013,32147,MARATHON PIPE LINE LLC,1/31/13 10:00,38.923554,-88.385636,CRUDE OIL,,,0,0,0,,,YES,,1/31/13 10:05,2/2/13 8:04,0,1/31/13 10:00,PIPELINE RIGHT-OF-WAY,UNDERGROUND,1973,CARBON STEEL,LEAK,,,OTHER,BURN THROUGH OF CARRIER PIPE.,NO,NO,NO,NO,,NO,,,,,0,13000,200000,0,0,YES,INCORRECT OPERATION,DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR NOT RELATED TO EXCAVATION AND NOT DUE TO MOTORIZED VEHICLE/EQUIPMENT DAMAGE
2013,12105,"MAGELLAN AMMONIA PIPELINE, L.P.",1/31/13 7:15,42.87907,-94.08965,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,ANHYDROUS AMMONIA,,0.45,0.65,0,,,YES,,1/31/13 7:15,2/4/13 8:23,,1/31/13 8:23,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,,LEAK,,,SEAL OR PACKING,,,,,,,NO,,,,,600,3000,500,3000,0,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT
2013,15674,PLANTATION PIPE LINE CO,1/31/13 6:30,38.73302,-77.19229,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,0.79,0,0.79,,,,,,,,,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,,OVERFILL OR OVERFLOW,,,,,,,,,,NO,,,,,100,0,20000,0,0,NO,INCORRECT OPERATION,"TANK, VESSEL, OR SUMP/SEPARATOR ALLOWED OR CAUSED TO OVERFILL OR OVERFLOW"
2013,31555,KINDER MORGAN CO2 CO. LP,1/30/13 9:15,32.86057,-100.93178,CO2 (CARBON DIOXIDE),,,4.83,15.71,0,,,YES,,1/30/13 10:30,2/1/13 16:30,0,1/30/13 9:15,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,,LEAK,,,SEAL OR PACKING,,,,,,,NO,,,,,75,2000,1440,0,4000,YES,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE
2013,31448,ENBRIDGE PIPELINES (TOLEDO) INC,1/30/13 0:05,42.06139,-83.83167,CRUDE OIL,,,0.24,,0.24,,,YES,,1/30/13 0:05,1/30/13 0:56,0,1/30/13 0:05,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,2004,MATERIAL OTHER THAN CARBON STEEL,LEAK,,,SEAL OR PACKING,,NO,YES,NO,NO,,NO,,,,,0,6000,50000,25000,0,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT
2013,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",1/29/13 14:00,32.813,-104.061182,CRUDE OIL,,,20,0,2,,,YES,,1/29/13 14:00,1/30/13 18:00,0,1/29/13 14:00,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,2013,CARBON STEEL,LEAK,,,OTHER,INTERNAL EQUIPMENT FAILURE,NO,YES,NO,YES,YES,NO,,,,,1900,0,7500,7500,0,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT
2013,9175,JAYHAWK PIPELINE LLC,1/29/13 13:50,37.6159,-99.1262,CRUDE OIL,,,14.7,0,6,,,YES,,1/29/13 13:55,1/29/13 18:45,0,1/29/13 14:15,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,2012,MATERIAL OTHER THAN CARBON STEEL,OTHER,,,,,NO,YES,NO,YES,YES,NO,,,,,696,500,3500,2500,1500,NO,EQUIPMENT FAILURE,DEFECTIVE OR LOOSE TUBING OR FITTING
2013,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",1/29/13 10:30,40.585479,-74.213579,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),,4,,4,,,YES,,1/29/13 10:30,1/29/13 14:58,,,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,,LEAK,,,CRACK,,,,,,,NO,,,,,40,4000,0,30000,0,NO,NATURAL FORCE DAMAGE,TEMPERATURE
2013,12624,MOBIL CORP,1/29/13 7:50,30.03188,-94.06856,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,OTHER,(LCO) LIGHT CYCLE OIL,20,,20,,,YES,,1/29/13 8:15,2/14/13 14:00,0,1/29/13 7:50,PIPELINE RIGHT-OF-WAY,UNDERGROUND,1924,CARBON STEEL,LEAK,,,CRACK,,NO,YES,NO,YES,YES,NO,,,,,2000,110000,50000,180000,0,YES,MATERIAL FAILURE OF PIPE OR WELD,"CONSTRUCTION-, INSTALLATION-, OR FABRICATION-RELATED"
2013,2731,CHEVRON PIPE LINE CO,1/28/13 12:42,43.6067,-116.249,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,15,,13,,,NO,THIS WAS DO TO A ROOF VALVE AND ASSOCIATED HOSE FAILING ON A TANK,,,0,1/28/13 12:42,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,"TANK, INCLUDING ATTACHED APPURTENANCES",,CARBON STEEL,LEAK,,,CONNECTION FAILURE,,NO,YES,NO,NO,,NO,,,,,0,61307,162952,0,0,NO,NATURAL FORCE DAMAGE,TEMPERATURE
2013,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",1/27/13 14:00,29.72536,-95.203354,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),,0.48,,0.48,,,YES,,1/27/13 14:05,4/1/13 9:00,0,1/27/13 14:00,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,1966,CARBON STEEL,LEAK,,,CRACK,,NO,YES,YES,YES,YES,NO,YES,YES,YES,YES,500,100000,0,20000,0,NO,MATERIAL FAILURE OF PIPE OR WELD,"CONSTRUCTION-, INSTALLATION-, OR FABRICATION-RELATED"
2013,15774,ENBRIDGE PIPELINES (NORTH DAKOTA) LLC,1/26/13 12:00,48.27904,-99.30399,CRUDE OIL,,,0.24,0,0.24,,,YES,,1/26/13 12:08,1/27/13 4:10,0,1/26/13 12:00,PIPELINE RIGHT-OF-WAY,UNDERGROUND,1962,CARBON STEEL,LEAK,,,CRACK,,NO,YES,NO,YES,YES,NO,,,,,25,110500,10900,37509,0,YES,MATERIAL FAILURE OF PIPE OR WELD,ORIGINAL MANUFACTURING-RELATED (NOT GIRTH WELD OR OTHER WELDS FORMED IN THE FIELD)
2013,30829,ENTERPRISE CRUDE PIPELINE LLC,1/24/13 20:29,34.07083,-97.944108,CRUDE OIL,,,12,,12,,,NO,INCIDENT DID NOT OCCUR ON MAINLINE.,,,0,1/24/13 20:29,"ORIGINATED ON OPERATOR-CONTROLLED PROPERTY, BUT THEN FLOWED OR MIGRATED OFF THE PROPERTY",ABOVEGROUND,,CARBON STEEL,LEAK,,,CRACK,,NO,YES,NO,YES,YES,NO,,,,,1200,35000,3000,17000,0,NO,EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT
2013,18718,SUNOCO PIPELINE L.P.,1/24/13 16:45,32.54948,-98.71181,CRUDE OIL,,,350,0,120,,,YES,,1/24/13 16:45,,0,1/24/13 16:45,PIPELINE RIGHT-OF-WAY,UNDERGROUND,1986,CARBON STEEL,LEAK,,,PINHOLE,,NO,YES,NO,YES,YES,YES,,,,,21275,20000,16400,604592,71901,YES,CORROSION FAILURE,INTERNAL CORROSION
2013,22610,"MAGELLAN PIPELINE COMPANY, LP",1/24/13 12:00,38.91689,-95.68922,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),,2.38,0,2.38,,,NO,LINE WAS DOWN BETWEEN SHIPMENTS AT THE TIME,,,,1/24/13 12:00,PIPELINE RIGHT-OF-WAY,UNDERGROUND,,,LEAK,,,OTHER,VALVE STEM,,,,,,NO,,,,,285,27200,2800,10000,0,YES,EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT
2013,12470,MID - VALLEY PIPELINE CO,1/24/13 11:00,36.03403,-87.94348,CRUDE OIL,,,0.67,0,0.52,,,YES,,1/24/13 14:12,1/24/13 15:51,0,1/24/13 11:00,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,,,LEAK,,,OTHER,RING JOINT FLANGE,,,,,,NO,YES,YES,YES,YES,0,0,12000,33000,0,NO,NATURAL FORCE DAMAGE,TEMPERATURE
2013,30829,ENTERPRISE CRUDE PIPELINE LLC,1/23/13 10:00,34.245072,-97.947953,CRUDE OIL,,,3,0,0,,,,,,,,,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,,,RUPTURE,,,,,,,,,,NO,,,,,250,0,5000,20000,0,NO,MATERIAL FAILURE OF PIPE OR WELD,ORIGINAL MANUFACTURING-RELATED (NOT GIRTH WELD OR OTHER WELDS FORMED IN THE FIELD)
2013,22610,"MAGELLAN PIPELINE COMPANY, LP",1/22/13 11:00,45.89341,-95.3928,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),,0.2,0,0.2,,,NO,TANK WAS IDLE AT THE TIME THE RELEASE WAS DISCOVERED.,,,,1/22/13 11:00,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,"TANK, INCLUDING ATTACHED APPURTENANCES",,,OTHER,,,,,,,,,,NO,YES,YES,,,17,3700,700,1000,0,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE
2013,31720,KINDER MORGAN PIPELINES (USA) INC,1/22/13 11:00,45.479889,-108.852723,CRUDE OIL,,,0.3,0,0.3,,,NO,PIG LAUNCHER WAS ISOLATED AND THE DAMAGED END CLOSURE O RING WAS REPLACED,,,0,1/22/13 11:00,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,,LEAK,,,SEAL OR PACKING,,,,,,,NO,,,,,38,100,4800,500,0,NO,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE
2013,22442,WEST TEXAS GULF PIPELINE CO,1/21/13 21:00,32.48128,-94.83778,CRUDE OIL,,,2,0,0,,,YES,,1/21/13 21:00,1/21/13 23:00,0,1/21/13 21:00,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,,OVERFILL OR OVERFLOW,,,,,,,,,,NO,,,,,184,0,750,1774,0,NO,INCORRECT OPERATION,OTHER INCORRECT OPERATION
2013,31476,ROSE ROCK MIDSTREAM L.P.,1/21/13 14:40,38.09347,-98.58167,CRUDE OIL,,,1,0,0,,,YES,,1/21/13 14:41,1/21/13 15:55,0,1/21/13 14:40,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,,LEAK,,,CRACK,,,,,,,NO,,,,,100,300,0,1145,0,NO,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE
2013,31045,"GENESIS PIPELINE USA, L.P.",1/21/13 14:15,31.41808,-87.40189,CRUDE OIL,,,1,0,1,,,YES,,1/21/13 14:20,1/22/13 13:53,0,1/21/13 14:15,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,,LEAK,,,SEAL OR PACKING,,,,,,,NO,,,,,100,400,1000,9000,0,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT
2013,32147,MARATHON PIPE LINE LLC,1/21/13 2:20,38.205021,-85.84991,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,0.3,0,0.3,,,NO,PIPELINE WAS ALREADY DOWN PER SCHEDULE.,,,0,1/21/13 2:20,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,,LEAK,,,SEAL OR PACKING,,,,,,,NO,,,,,40,0,1900,500,0,NO,INCORRECT OPERATION,WRONG EQUIPMENT SPECIFIED OR INSTALLED
2013,31684,PHILLIPS 66 PIPELINE LLC,1/18/13 4:30,35.726944,-101.354167,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,97.52,312.48,0,,,YES,,1/18/13 4:30,1/19/13 11:00,0,1/18/13 4:30,PIPELINE RIGHT-OF-WAY,ABOVEGROUND,2012,CARBON STEEL,LEAK,,,OTHER,FLANGE GASKET FAILURE,NO,NO,NO,NO,,NO,,,,,5000,13000,12000,0,0,YES,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE
2013,11551,"DELEK LOGISTICS OPERATING, LLC.",1/17/13 16:00,33.251978,-92.640564,CRUDE OIL,,,31.2,,30,,,YES,,1/17/13 16:00,1/20/13 9:03,0,1/17/13 16:00,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,1940,CARBON STEEL,OTHER,,,,,NO,NO,NO,YES,,YES,,,,,3100,7500,3600,8000,0,NO,MATERIAL FAILURE OF PIPE OR WELD,"CONSTRUCTION-, INSTALLATION-, OR FABRICATION-RELATED"
2013,9175,JAYHAWK PIPELINE LLC,1/17/13 14:00,38.7919,-99.6332,CRUDE OIL,,,391.8,0,350,,,YES,,1/17/13 14:04,1/17/13 20:00,0,1/17/13 14:00,"ORIGINATED ON OPERATOR-CONTROLLED PROPERTY, BUT THEN FLOWED OR MIGRATED OFF THE PROPERTY",ABOVEGROUND,2012,CARBON STEEL,LEAK,,,CRACK,,NO,YES,NO,YES,YES,NO,,,YES,YES,3570,1000,9670,7500,1300,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT
2013,32450,"ROADRUNNER PIPELINE, L.L.C.",1/17/13 13:45,33.24455,-102.26934,CRUDE OIL,,,0.12,0,0,,,NO,THE PIPELINE WAS NOT OPERATIONAL AT THE TIME OF THE RELEASE.,,,0,1/17/13 13:45,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,,LEAK,,,SEAL OR PACKING,,,,,,,NO,,,,,11,1530,1020,430,0,YES,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE
2013,22610,"MAGELLAN PIPELINE COMPANY, LP",1/17/13 9:15,29.792012,-95.282365,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),,0.7,0,0.7,,,NO,TANK WAS NOT BEING USED AND WAS NOT SCHEDULED TO BE USED BEFORE THE REPAIRS,,,0,1/17/13 9:15,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,,LEAK,,,CRACK,,,,,,,NO,YES,YES,,,0,400,380,0,0,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT
2013,12470,MID - VALLEY PIPELINE CO,1/15/13 20:00,32.87476,-91.05339,CRUDE OIL,,,0.24,0,0.21,,,NO,OVERFLOW OF SAMPLE POT FROM A GRAVITY DRAIN DID NOT NECESSITATE SHUTDOWN.,,,0,1/16/13 8:30,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,,OVERFILL OR OVERFLOW,,,,,,,,,,NO,,,,,0,0,1800,3000,0,NO,INCORRECT OPERATION,"TANK, VESSEL, OR SUMP/SEPARATOR ALLOWED OR CAUSED TO OVERFILL OR OVERFLOW"
2013,31684,PHILLIPS 66 PIPELINE LLC,1/14/13 15:30,35.097214,-119.3917,CRUDE OIL,,,0.71,0,0.71,,,NO,SUMP OVER FILL,,,0,1/14/13 15:30,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,,OVERFILL OR OVERFLOW,,,,,,,,,,NO,,,,,65,1700,500,0,0,NO,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE
2013,30829,ENTERPRISE CRUDE PIPELINE LLC,1/13/13 20:29,35.940158,-96.747808,CRUDE OIL,,,1,0,1,,,,,,,0,1/13/13 20:29,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,,LEAK,,,CRACK,,,,,,,NO,,,,,100,3500,0,3000,0,NO,EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT
2013,32147,MARATHON PIPE LINE LLC,1/11/13 19:58,40.513477,-84.953281,CRUDE OIL,,,2.2,0,2.2,,,NO,PUMPING UNIT WAS SHUT DOWN AS A RESULT BUT ANOTHER UNIT AT STATION WAS UTILIZED.,,,0,1/11/13 19:58,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,2001,MATERIAL OTHER THAN CARBON STEEL,LEAK,,,SEAL OR PACKING,,NO,YES,NO,NO,,NO,,,,,200,5420,19180,40573,0,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT
2013,12634,MOBIL CHEMICAL CO,1/11/13 8:00,30.066112,-93.820278,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,OTHER HVL,ETHYLENE,0.2,0,0,,,NO,"2"" VALVE WAS ENCAPSULATED IN EPOXY AS A REPAIR.",,,0,1/11/13 8:00,PIPELINE RIGHT-OF-WAY,ABOVEGROUND,,,LEAK,,,SEAL OR PACKING,,,,,,,NO,,,,,100,0,25000,0,0,YES,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE
2013,30829,ENTERPRISE CRUDE PIPELINE LLC,1/11/13 0:05,31.531786,-96.185508,CRUDE OIL,,,1.5,0,0,,,,,,,,,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,,LEAK,,,SEAL OR PACKING,,,,,,,NO,,,,,200,500,0,5000,0,YES,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE
2013,10012,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,1/10/13 20:30,32.70298,-92.54888,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,ANHYDROUS AMMONIA,,3.68,0,3.68,,,NO,SMALL QUANTITY WEEP ON PLUG FROM BURIED STOPPLE TEE,,,0,1/10/13 20:30,PIPELINE RIGHT-OF-WAY,UNDERGROUND,,,LEAK,,,OTHER,SEGMENT PLUG,,,,,,NO,,,,,20,5000,10000,0,0,YES,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE
2013,22610,"MAGELLAN PIPELINE COMPANY, LP",1/10/13 6:22,41.41355,-93.62581,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),,0.24,,0.24,,,NO,LINE WAS DOWN AT THE TIME.,,,,1/10/13 6:22,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,,MATERIAL OTHER THAN CARBON STEEL,LEAK,,,SEAL OR PACKING,,NO,NO,NO,NO,,NO,,,,,28,121000,1000,5000,24000,YES,EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT
2013,31580,"MAGELLAN TERMINALS HOLDINGS, LP",1/8/13 22:00,35.94607,-96.74874,CRUDE OIL,,,4,0,4,,,NO,"FACILITY WAS NOT SHUT DOWN, BUT TANK WAS TAKEN OUT OF SERVICE FOR REPAIR",,,0,1/8/13 22:00,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,"TANK, INCLUDING ATTACHED APPURTENANCES",,CARBON STEEL,LEAK,,,OTHER,MECHANICAL,NO,YES,NO,NO,,NO,,,,,0,133500,2500,0,0,NO,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE
2013,2552,COLONIAL PIPELINE CO,1/8/13 16:30,33.42163,-86.28629,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,0.2,0,0.2,,,NO,DRIP THAT WAS CONTROLLED,,,,,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,,LEAK,,,SEAL OR PACKING,,,,,,,NO,,,,,40,5000,1500,3500,0,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE
2013,18092,"SFPP, LP",1/8/13 9:57,38.569474,-121.522658,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,0.22,0,0.22,,,YES,,1/8/13 10:09,1/8/13 14:01,0,1/8/13 9:57,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,,LEAK,,,SEAL OR PACKING,,,,,,,NO,YES,YES,YES,YES,29,100,2000,300,0,NO,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE
2013,18718,SUNOCO PIPELINE L.P.,1/7/13 18:00,30.94062,-94.40307,CRUDE OIL,,,10,0,0,,,YES,,1/7/13 18:00,1/9/13 17:00,0,1/7/13 18:00,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,2011,CARBON STEEL,OVERFILL OR OVERFLOW,,,,,NO,YES,NO,YES,YES,NO,,,,,897,2000,33632,8500,0,NO,EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT
2013,31947,ENBRIDGE PIPELINES (OZARK) L.L.C.,1/7/13 13:30,35.95885,-96.75655,CRUDE OIL,,,1,,1,,,NO,THE FLANGE LEAK WAS ON A TANK LINE NOT IN USE AT THE TIME.,,,0,1/7/13 13:30,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,,LEAK,,,OTHER,FLANGE LEAK,,,,,,NO,,,,,0,1500,0,0,0,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE
2013,5081,"COFFEYVILLE RESOURCES CRUDE TRANSPORTATION, LLC",1/7/13 6:30,37.061114,-95.576738,CRUDE OIL,,,0.24,0,0.24,,,,,,,0,1/7/13 6:30,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,1995,MATERIAL OTHER THAN CARBON STEEL,LEAK,,,OTHER,GASKET,NO,YES,NO,YES,YES,NO,,,,,23,65000,35000,500,0,NO,OTHER INCIDENT CAUSE,MISCELLANEOUS
2013,18718,SUNOCO PIPELINE L.P.,1/4/13 23:05,40.3196,-76.0431,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,12.5,0,12.5,,,YES,,1/4/13 23:05,1/5/13 23:00,0,1/4/13 23:05,PIPELINE RIGHT-OF-WAY,UNDERGROUND,1965,CARBON STEEL,LEAK,,,OTHER,LAMINATION-FATIGUE CRACK,NO,YES,YES,YES,YES,NO,,,YES,YES,1400,10000,84000,130000,0,YES,MATERIAL FAILURE OF PIPE OR WELD,ORIGINAL MANUFACTURING-RELATED (NOT GIRTH WELD OR OTHER WELDS FORMED IN THE FIELD)
2013,18718,SUNOCO PIPELINE L.P.,1/2/13 11:44,33.87367,-100.08678,CRUDE OIL,,,2,,0,,,YES,,1/2/13 11:47,1/4/13 17:55,0,1/2/13 14:45,PIPELINE RIGHT-OF-WAY,UNDERGROUND,,,LEAK,,,PINHOLE,,,,,,,NO,,,,,179,31500,4000,1629,0,YES,CORROSION FAILURE,EXTERNAL CORROSION
